"","R_basic","intervention_efficacy","Location","n_intros"
"141",0.481287765316665,0.804120665183291,"Marburg",20
"142",0.529299701331183,0.886501896660775,"Marburg",20
"143",0.633717052638531,0.55355626437813,"Marburg",20
"144",0.562701594550163,0.392500404501334,"Marburg",20
"145",0.777908833930269,0.798903522081673,"Marburg",20
"146",0.990327590145171,0.809189463732764,"Marburg",20
"147",0.861425656126812,0.59896466229111,"Marburg",20
"148",0.433858089381829,0.323429003357887,"Marburg",20
"149",0.52214187104255,0.875059860059991,"Marburg",20
"150",0.389114534715191,0.921608723467216,"Marburg",20
"151",1.44685372011736,0.923787944950163,"Marburg",20
"152",0.36397298402153,0.915210517356172,"Marburg",20
"153",0.426385443191975,0.425714554730803,"Marburg",20
"154",1.05307824793272,0.806191938696429,"Marburg",20
"155",1.17373035522178,0.801580698229373,"Marburg",20
"156",0.542901452165097,0.308456687023863,"Marburg",20
"157",0.704931905027479,0.863573411013931,"Marburg",20
"158",0.934783862438053,0.822980877943337,"Marburg",20
"159",0.0800175019539893,0.113479917868972,"Marburg",20
"160",0.435778710991144,0.636753428261727,"Marburg",20
"161",0.484928300371394,0.875185719691217,"Marburg",20
"162",0.0442657854873687,0.0143721180502325,"Marburg",20
"163",0.242877098964527,0.226042700000107,"Marburg",20
"164",0.55769883049652,0.959816480288282,"Marburg",20
"165",0.143493480747566,0.777904069982469,"Marburg",20
"166",0.384464321890846,0.274441314628348,"Marburg",20
"167",2.78572460194118,0.809907058952376,"Marburg",20
"168",0.417772391578183,0.117884407285601,"Marburg",20
"169",0.151021029101685,0.0223280100617558,"Marburg",20
"170",0.621852152282372,0.313086925074458,"Marburg",20
"171",0.471449502976611,0.664814481511712,"Marburg",20
"172",0.145016737980768,0.588712776079774,"Marburg",20
"173",0.188674553995952,0.728899880312383,"Marburg",20
"174",1.21561828069389,0.822271979646757,"Marburg",20
"175",0.618242825148627,0.876708633964881,"Marburg",20
"176",0.00754549610428512,0.801784274168313,"Marburg",20
"177",0.421192406443879,0.459666467737406,"Marburg",20
"178",0.608839865075424,0.471705651143566,"Marburg",20
"179",0.397468213923275,0.646242307731882,"Marburg",20
"180",0.441157414577901,0.440520378062502,"Marburg",20
"181",0.222053899196908,0.181323699420318,"Marburg",20
"182",0.860527500277385,0.693469361634925,"Marburg",20
"183",0.367102035786957,0.472404682077467,"Marburg",20
"184",0.220381193328649,0.69502573623322,"Marburg",20
"185",0.274322312325239,0.342401790432632,"Marburg",20
"186",0.591651176568121,0.972399792633951,"Marburg",20
"187",0.175988417118788,0.551266860915348,"Marburg",20
"188",0.846031037159264,0.959158029872924,"Marburg",20
"189",0.396496278466657,0.778007631190121,"Marburg",20
"190",0.500879980623722,0.13584151188843,"Marburg",20
"191",0.663726950297132,0.886082273907959,"Marburg",20
"192",0.193225768161938,0.304270418127999,"Marburg",20
"193",0.598180601606146,0.908607855439186,"Marburg",20
"194",0.00936625991016626,0.860707554966211,"Marburg",20
"195",0.823367394274101,0.48359018820338,"Marburg",20
"196",0.598186734365299,0.426583851920441,"Marburg",20
"197",0.20987668284215,0.14712386787869,"Marburg",20
"198",0.512396893696859,0.750256597530097,"Marburg",20
"199",1.35234371758997,0.785475614480674,"Marburg",20
"200",0.114186038961634,0.16797910630703,"Marburg",20
"201",0.446683860383928,0.456947029335424,"Marburg",20
"202",0.55013354960829,0.989141090074554,"Marburg",20
"203",0.314246266381815,0.901553346309811,"Marburg",20
"204",0.211997276404873,0.374929820653051,"Marburg",20
"205",0.139733509160578,0.961903719929978,"Marburg",20
"206",0.797782271867618,0.667055532336235,"Marburg",20
"207",0.0122114263940603,0.656300971517339,"Marburg",20
"208",1.04758915537968,0.778985471930355,"Marburg",20
"209",0.968356260331348,0.0114904250949621,"Marburg",20
"210",1.94843461574055,0.856067446293309,"Marburg",20
"211",0.719789260765538,0.525317234918475,"Marburg",20
"212",0.609995535342023,0.7448773260694,"Marburg",20
"213",0.225522527005523,0.143444032175466,"Marburg",20
"214",0.32162197586149,0.609991930657998,"Marburg",20
"215",0.967759099323303,0.563081274973229,"Marburg",20
"216",0.33035413082689,0.882941662799567,"Marburg",20
"217",0.80013890331611,0.861347501398996,"Marburg",20
"218",0.654573717154562,0.59205086203292,"Marburg",20
"219",1.04087534942664,0.851728701964021,"Marburg",20
"220",0.641896963119507,0.745717220008373,"Marburg",20
"221",1.21203175093979,0.696717239217833,"Marburg",20
"222",0.632338531315327,0.99243500130251,"Marburg",20
"223",0.771378146717325,0.707023675087839,"Marburg",20
"224",0.37207264197059,0.422150626778603,"Marburg",20
"225",1.01921909325756,0.57798030693084,"Marburg",20
"226",0.601330637466162,0.291575027862564,"Marburg",20
