mu,shape
11.943457,7.9233375
10.632346,5.437543
10.84029,5.836767
11.88571,8.412449
10.123777,5.4384165
11.702172,9.116084
11.876112,10.045764
11.318322,9.262293
11.434232,7.38275
11.253008,4.086823
11.454303,4.857957
11.023195,7.9287176
11.123227,11.212055
9.829117,7.7553263
11.304425,6.7715755
11.063182,5.598316
12.197583,7.8703704
10.673589,5.9382367
11.90544,3.8689208
11.831205,5.3370595
10.730209,6.2504416
10.616257,7.557274
11.166342,6.445547
11.765865,7.42502
12.721467,7.6358633
11.15736,5.4280667
11.181236,9.33163
12.541319,3.9545949
11.6566305,6.4535923
11.7484045,6.428091
10.894294,4.740052
11.000313,5.153296
12.17266,5.4347763
11.656072,5.6038914
11.725174,8.025286
11.940237,7.849053
10.254487,4.9141674
10.867853,7.1271114
12.577302,2.7492065
10.041385,4.5219
10.833779,6.230822
10.835264,3.7263114
10.8249235,4.5174613
11.667127,8.031672
12.427456,7.668409
12.038858,9.557549
11.912741,5.951025
10.158664,6.6160164
9.674053,5.116937
12.459886,6.2164497
12.407767,7.6047864
10.844093,7.609558
11.277683,6.8496933
10.343169,6.6121106
13.134934,5.0004854
9.835398,3.856825
11.670312,9.539158
12.6766205,8.867294
10.0223055,8.7423
11.278331,6.904997
12.595039,4.3005266
12.72204,4.240788
12.436943,3.8273125
11.974041,4.2413144
10.406971,3.7143679
10.322447,6.4199705
11.729231,6.039419
12.167565,7.400214
11.170826,3.9633367
11.891077,7.2701516
11.261789,5.1465626
11.828853,5.449099
11.703243,9.232591
12.34844,6.709695
11.78878,10.464436
11.791544,8.753755
12.233205,7.2363973
10.450775,8.348785
11.712179,7.6663904
11.148789,5.8795958
13.334293,5.0718446
10.804335,7.742372
11.601196,3.851641
12.956994,6.15184
11.527966,5.6797028
10.483047,4.256614
11.630651,5.228181
11.156948,6.4251223
11.796251,10.323736
11.113366,3.6236546
11.975109,3.5036037
12.520396,3.9186864
11.267873,5.906472
11.184923,5.670504
8.816044,3.741389
12.117851,7.9067216
11.281273,7.9780917
11.997286,5.700201
11.220241,7.7061663
12.024375,11.217087
11.118857,5.738451
11.916103,7.1701007
12.685646,5.6259246
12.730392,5.7424
11.656416,11.111027
12.223688,4.042757
12.462426,4.4941792
10.95576,6.927095
9.844106,6.593478
11.148935,7.722874
9.929857,5.64923
11.725439,3.7211616
10.672301,7.4420714
9.911415,5.9931226
12.308886,9.861818
11.553119,10.514134
11.748629,6.396245
11.670454,9.18396
12.15794,8.042281
10.519816,5.135643
11.323817,7.322273
11.88947,4.8369784
9.646915,6.608349
10.3556795,5.1312504
10.537102,5.0521526
11.471419,6.2622576
11.005076,6.7936683
11.542202,7.004731
10.36427,5.7983856
14.162425,7.8841386
9.113526,3.8105097
11.369382,3.9702597
10.46036,6.211395
11.398727,6.175429
11.777695,7.8451295
11.034907,7.3136425
11.9700775,7.403703
11.295593,5.2414947
12.440935,5.0859547
12.157772,6.2276344
9.812056,4.9273615
11.345461,2.9618444
12.555425,7.6318684
12.141831,4.5132694
11.382746,9.360818
10.391031,6.2725496
11.82015,12.833359
10.469858,7.3776684
11.955654,4.300873
11.453028,7.251773
11.165907,3.3370643
11.777678,4.7661104
10.642036,8.061199
12.462925,4.24741
11.763498,4.142483
11.124935,5.6979427
10.168071,3.2310717
11.072765,5.5381775
9.925544,3.7001305
11.74947,6.1619787
12.018133,6.50327
9.957751,7.6581445
9.732613,7.773027
11.734449,5.5928197
12.00905,5.7322063
10.802282,6.281837
13.347573,6.3687305
10.830406,7.214968
12.583568,5.362422
10.367053,8.916942
11.33081,4.553617
10.830254,7.6253877
9.680478,4.9034114
9.484705,4.6126795
12.040701,3.7681627
11.747777,6.0068674
12.682431,5.9327006
10.489841,4.9193473
11.06887,8.251873
11.004481,9.671631
11.570764,9.902345
11.298168,8.113369
10.881395,10.588577
10.753631,5.4686227
9.777393,3.827974
11.626745,7.875848
11.3688755,7.150449
11.204065,6.0739923
11.941076,5.154608
9.537131,5.4703827
9.717201,5.509396
11.962887,5.847411
12.208974,7.676514
9.987743,7.074188
11.679327,4.7267666
11.157017,6.604802
12.498678,9.773524
9.176897,5.41603
10.032593,4.4533176
12.04645,6.0903845
12.320427,7.117941
11.95487,4.4812427
12.592178,5.257631
12.495287,6.5941353
12.04603,5.158212
12.359326,4.875421
11.92355,9.370266
12.355976,6.7660837
12.055534,8.717441
10.888451,8.266885
10.690418,6.169789
10.970178,4.342718
12.365239,3.8422284
10.987116,8.7128935
10.336691,7.372477
11.851368,5.3323283
10.713231,6.1524634
11.341769,10.976064
11.371879,6.281202
10.69379,12.610983
10.324216,4.81181
11.125842,5.119058
12.737695,7.291596
11.782438,8.868476
11.870462,7.128963
12.197296,7.388576
10.421377,5.2170677
11.476061,4.811848
10.267387,4.806054
11.796886,4.24093
11.902653,5.912347
12.559753,9.762569
11.640012,6.314304
11.607393,4.539772
10.744627,5.434763
11.581989,4.9032316
12.442163,5.275664
12.187343,5.635698
11.729298,5.851701
11.114654,5.6600165
10.994348,5.5770283
10.490789,6.3337684
9.995209,4.3641644
11.750034,3.2577732
12.44648,7.86792
10.797588,7.0393095
11.209745,6.3931437
10.847517,5.941779
11.015188,5.6062813
8.998239,4.2079782
11.210614,5.390254
11.458193,5.239868
10.587597,9.235008
11.700621,5.2533092
10.117125,3.6934848
10.795503,7.8923197
11.117627,3.012215
11.75465,3.0133226
11.034689,5.489821
13.199806,4.8943877
11.443444,6.310275
13.086178,5.836693
11.277855,4.4748774
12.757821,4.97578
12.470918,3.951293
11.193271,5.5895324
12.299421,6.0121593
11.925565,4.4441843
11.739037,3.9707553
10.584604,4.604314
11.003148,5.997469
10.566062,5.494621
10.022793,7.36326
11.022904,7.7512803
10.594135,4.1264563
11.377186,4.466338
12.409681,7.1594954
11.931452,6.240632
12.057257,5.8664026
9.397263,4.7150116
12.233228,5.199088
10.491403,6.614604
11.291735,7.1083283
11.751928,8.899729
10.599623,9.019215
10.1042185,6.8308845
10.216296,4.450627
11.109151,7.0346518
9.363465,3.715166
11.1946745,7.066984
11.400189,5.958104
11.571299,4.302859
9.945667,4.5795536
11.516567,6.370206
12.996887,9.632983
11.778917,4.4713736
10.358221,5.0933986
12.772856,10.375193
10.921436,8.117673
11.391943,5.458535
10.488747,5.44483
12.578963,7.6531067
12.345352,4.9963145
11.506338,13.586573
10.505978,5.4007006
11.367926,7.8986483
12.103694,4.651488
12.071843,6.0156302
11.078174,6.117768
10.52095,5.2342653
9.727642,4.1216397
9.964634,8.620771
12.016857,5.019034
10.7339325,7.14699
11.236298,5.779094
10.760358,6.7259483
11.972991,3.8984675
11.544,4.025559
11.935825,10.128466
11.1956215,10.605753
11.620017,7.82722
12.728769,7.5005636
11.809153,10.216925
12.169685,8.189437
10.440439,6.3295803
11.138465,9.192091
11.086991,5.877276
9.847479,6.5876155
10.415825,7.1929474
10.190221,5.9745126
11.477449,8.170746
13.061289,5.4997277
13.549866,5.754072
12.38302,4.0673437
12.277773,4.1206036
10.635252,5.283269
10.66317,4.2769012
11.674637,8.396894
11.501996,8.357955
11.5645275,7.937713
12.14691,7.054151
10.498581,12.390415
11.3976755,6.1010704
10.345892,5.812086
11.794103,7.0826697
12.967069,4.0663776
11.748497,6.2546945
10.052885,5.7986946
11.7244215,6.293657
10.60187,9.022813
11.257258,7.7158656
11.056768,7.23903
11.223256,4.1983037
11.628866,5.3775578
10.662001,7.543688
10.294396,3.8079603
11.887682,5.823103
11.171076,8.284557
10.188042,7.42811
12.274866,6.0358725
11.4568615,6.9102993
10.600436,3.7729602
10.912371,9.0096855
11.24227,4.115822
10.875269,6.3911977
10.691063,10.196958
11.439361,8.06197
12.029648,7.772178
11.452818,6.0815797
13.907601,6.9211884
11.658579,5.1512747
11.675087,3.5135102
11.318111,7.267033
10.773106,3.9522092
12.354074,8.06722
10.131001,3.633011
11.910395,6.4075665
11.772263,3.6252685
11.329237,5.717092
11.26851,7.1173563
10.318563,4.3599854
11.83827,6.890229
11.78072,5.6422358
10.736804,5.5289164
11.904421,5.775869
10.355766,6.0135503
9.717546,8.206146
11.551416,7.8684134
11.229803,8.67119
11.469463,5.7724943
11.982738,4.0618505
11.179855,8.123674
14.9292145,4.4163666
10.711903,4.9095736
9.215294,3.1614892
11.592683,9.338462
11.234032,3.5180926
10.969163,4.3957944
11.265245,6.8702235
10.996492,8.368605
12.36085,6.2239337
11.15852,6.3595123
10.9243355,7.8943896
11.682013,8.195236
10.862284,6.760583
10.219205,10.148361
10.848285,5.8907504
11.567087,5.633992
12.169976,8.702957
12.103725,4.9004564
10.511174,8.5743475
10.505354,9.365821
11.717829,6.6672554
11.243699,11.475185
11.835199,7.1508827
10.733674,6.3853836
11.088471,4.857733
11.01762,7.0858045
10.7012,4.0316863
11.181502,7.290893
11.627142,4.6075783
12.158541,6.795747
12.302437,3.9073381
10.340031,4.463671
12.981836,4.547751
13.050325,4.6613092
11.772263,8.659675
11.76885,5.3876905
9.9608,6.0316763
11.197031,5.5889006
10.681424,5.61617
10.742202,5.390048
11.833273,8.423842
9.8813715,3.0461564
12.816927,6.0027494
10.998212,4.6765723
10.988722,5.600542
10.844207,4.7314396
11.752735,9.608408
11.761117,5.5625906
12.570164,5.8089857
10.951159,7.987747
10.042644,6.4491916
11.946262,4.476618
10.532128,4.1758637
12.1192875,4.9822764
11.900591,5.508737
12.093662,7.522619
11.191006,6.436709
12.060232,8.471358
10.99596,6.6283827
11.182068,9.702355
11.789997,9.639065
13.1024,8.770204
11.580423,8.650793
11.703243,9.232591
12.440031,3.9475935
10.771841,6.017123
11.463873,5.4155602
11.665752,6.7322984
11.678774,3.6443086
11.930539,2.7165604
11.028361,8.43889
11.652906,5.342174
11.894251,6.962148
11.751612,5.0334063
12.382988,5.985849
10.419554,8.497602
10.970598,2.4121592
10.143257,3.2871695
11.22791,3.6340466
11.290621,9.172636
12.834115,6.2010403
10.876581,4.866479
10.921845,7.553075
12.44062,7.4881134
10.87913,5.977771
9.06722,4.624703
12.638322,4.279268
11.013041,7.5625224
10.745844,10.739421
10.535049,6.455903
12.18825,4.720701
10.831509,6.0952616
13.427304,6.8063035
10.125706,5.6083794
10.666733,5.2158356
11.871954,5.5993853
10.245237,3.964441
13.250726,6.66775
12.551178,7.6594534
10.833058,3.76198
10.655495,4.268989
12.210531,5.7320204
11.183492,5.111102
11.086462,7.533276
11.050146,7.059987
10.448229,7.269882
11.669424,7.2226872
10.257605,4.58923
12.177793,5.9274187
10.800989,3.857576
10.329475,5.610645
12.754372,3.9726548
11.074036,8.653844
10.124098,6.4485826
12.09898,5.5963426
12.019777,10.222332
11.760091,5.445364
11.131868,7.8640227
12.496237,5.3173285
11.31318,6.1736903
10.55858,5.409606
11.00372,8.387982
10.513987,5.3603964
12.400925,7.4104652
11.333687,8.26345
10.7436285,6.601431
10.942681,7.830384
10.811336,3.5352345
11.627123,6.287671
12.661036,3.5049186
11.900528,5.973274
11.589306,6.9029183
11.390354,5.9270077
10.885824,7.846727
11.299963,3.5870702
13.393679,4.6626487
11.460004,10.96391
11.596968,5.448794
12.199692,4.106715
10.254076,6.155828
11.146551,6.270527
11.266651,4.087194
12.271586,4.7109575
11.910267,6.903751
11.167523,7.6720862
11.935699,8.444317
11.069672,10.856072
10.444472,4.130813
10.550581,6.7856693
11.002712,7.3342576
11.854847,6.796217
11.768766,5.6881175
10.639452,5.0419445
10.619254,6.369606
11.775084,4.7437496
11.218347,5.6794577
11.815062,3.9199712
11.5962105,7.7088656
10.804358,7.940295
10.13562,5.544566
11.785727,8.045555
10.897821,9.309168
11.150839,7.667343
11.835307,6.241232
11.617987,4.5387545
11.922106,7.048594
11.53941,4.603588
11.151379,7.286309
10.444324,3.6982093
11.211636,3.817178
12.028932,8.7929325
11.676115,7.970295
9.378106,6.40252
11.765097,7.516496
12.7583685,5.494808
11.276269,6.1214633
11.422829,6.2956977
11.606951,5.5277977
10.980974,5.204901
13.023229,8.105543
10.794151,6.854994
12.451312,6.9905043
11.603941,3.1597018
11.532379,9.592667
9.839021,4.8847666
12.12954,8.674472
10.9172325,4.732572
12.731441,5.277566
12.961636,8.11945
10.134794,4.376934
12.660851,6.142391
13.039453,7.855294
11.86372,7.211682
11.502838,7.080591
11.3256645,9.068324
11.6860485,8.351656
9.927992,4.3962693
13.427823,5.0645723
11.549826,7.6046176
11.5990505,6.494289
12.333469,4.8632035
12.648779,4.117891
12.38444,5.006641
11.617798,6.012288
10.623133,4.5057726
10.475234,6.06079
12.793263,4.663045
12.064578,6.4150405
10.481609,3.4184773
10.6721325,8.950345
12.715941,2.7329154
10.266352,7.4312525
10.600312,5.416742
11.516065,4.0721307
10.886245,7.3695016
11.442698,6.527364
11.049601,7.04592
10.07002,4.373943
11.604322,5.9488945
10.7816925,7.3975787
11.267757,5.1047897
9.947195,3.2791603
10.830925,6.5060425
10.976103,4.9927983
10.558382,5.925976
10.840807,7.259368
11.345423,6.146117
11.018577,6.3971777
10.878972,7.3045077
11.421268,10.415964
11.1323,6.7266116
11.565578,5.898671
11.203822,4.7536035
10.44715,8.051077
11.671068,6.6731963
11.8015175,11.092903
10.821718,5.4839582
11.634959,4.5380273
11.039589,6.4937935
9.81312,6.42287
11.424597,5.236718
11.788713,8.916155
11.202041,2.6105592
13.131248,5.9881215
12.326353,6.396997
11.979633,4.96259
11.417154,5.3952765
11.509532,11.880638
11.353256,5.6868224
12.229189,6.00173
10.658966,7.1283565
11.377275,4.7399335
12.098487,6.3168216
11.6073,9.409347
14.123954,3.9757423
11.290042,8.261139
10.823261,5.9189787
11.388948,7.726992
11.185382,6.8617053
11.217368,5.4224825
12.9515,5.0997243
12.334425,4.296991
12.900721,8.874299
12.180833,5.5063066
9.222649,2.6484828
11.375249,6.4646864
10.779099,7.990269
10.254726,7.1298733
11.388239,5.8862157
14.450671,8.288132
11.540716,5.3845596
10.637643,9.239071
11.648596,7.291266
9.688566,4.6017222
11.806096,7.363
13.205995,4.5646825
11.786366,3.3906302
10.301231,4.120424
13.1322975,7.9230013
12.076722,9.634146
10.197293,3.7395635
